Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.           
Liepa          Lukoseviciute  1         5         6         3         2         10        2         7         8         4         4         8         9         6         7         3         
Robertas       Butkus         5         9         10        9         3         7         8         9         10        2         4         9         7         6         5         5         
Karolina       Jankauskaite   4         10        1         7         3         3         5         6         3         6         6         6         1         9         3         1         
Liepa          Leonaviciute   7         4         1         1         3         3         3         3         2         1         5         7         3         9         10        8         
Marius         Mazeika        10        3         3         10        7         9         3         8         9         3         10        1         10        7         2         7         
Gija           Jankauskaite   6         8         2         3         9         7         5         9         4         9         6         4         10        10        4         1         
Liepa          Jankauskaite   10        4         4         1         9         9         9         1         8         9         4         8         1         4         4         6         
Karolina       Leonaviciute   9         10        9         7         1         7         1         2         6         1         9         8         5         8         10        2         
Arnas          Sadauskas      3         9         4         4         9         4         4         2         10        8         1         8         3         5         1         1         
Patricija      Kavaliauskaite 4         9         6         7         3         5         1         7         1         5         2         7         2         9         10        4         
Karolina       Butkute        2         7         2         6         7         8         2         5         4         3         5         6         4         7         5         5         
Tomas          Butkus         2         4         5         2         4         6         5         10        1         9         3         2         10        9         2         9         
Karolina       Jankauskaite   7         3         6         7         3         1         7         7         7         3         6         5         10        4         9         6         
Arnas          Mazeika        2         7         7         9         2         9         4         3         2         10        2         2         1         6         3         1         
Jokubas        Petrauskas     7         5         4         5         1         4         3         3         10        3         2         2         1         9         3         1         
Matas          Petrauskas     7         9         10        3         8         2         10        4         1         3         4         3         7         6         5         8         
Augustas       Mazeika        2         2         8         4         3         3         9         5         2         7         5         1         3         8         5         7         
Robertas       Adomaitis      10        9         7         9         1         10        5         6         4         7         3         5         8         10        3         1         
Aleksandra     Kavaliauskaite 1         4         8         4         3         9         1         1         8         5         5         7         4         6         8         9         
Robertas       Urbanavicius   8         9         4         8         3         7         7         6         5         2         9         2         7         9         9         7         
Marius         Urbanavicius   5         6         6         5         7         7         1         2         2         9         7         9         6         6         8         2         
Ieva           Jankauskaite   10        1         8         9         9         7         7         2         3         8         10        8         5         3         5         3         
Patricija      Petrauskaite   1         1         4         10        2         9         9         6         6         8         6         3         4         10        5         7         
Aleksandra     Pociute        2         6         9         8         10        7         4         2         2         2         9         7         8         7         3         8         
Sandra         Petrauskaite   7         10        9         7         10        7         4         3         6         4         8         2         10        6         9         8         
Sandra         Leonaviciute   6         2         3         1         3         2         7         7         2         6         5         9         7         8         8         7         
Gija           Lukoseviciute  2         6         6         1         3         4         1         3         6         10        4         3         10        3         8         3         
Sandra         Pociute        1         1         7         8         1         3         5         6         6         8         2         6         7         9         3         1         
Jokubas        Sadauskas      5         9         7         6         4         4         1         6         3         4         6         6         7         4         4         7         
Karolina       Petrauskaite   7         3         6         2         6         1         8         3         4         7         9         7         10        10        8         9         
Aleksandra     Kazlauskaite   1         1         2         3         3         9         1         8         4         1         4         6         9         6         5         1         
Karolina       Lukoseviciute  6         4         6         5         5         2         9         9         4         2         5         10        10        4         5         9         
Matas          Sadauskas      5         5         1         8         8         7         9         5         5         1         7         5         2         9         1         8         
Liepa          Vasiliauskaite 5         3         5         2         5         8         10        4         7         6         2         1         2         10        8         4         
Guoste         Jankauskaite   1         3         6         4         9         2         1         3         6         10        5         10        5         5         10        2         
Aleksandra     Kavaliauskaite 8         4         5         7         8         3         7         7         1         7         9         6         9         5         4         5         
Augustas       Urbanavicius   9         8         7         2         10        9         7         10        1         1         4         2         7         8         5         8         
Guoste         Petrauskaite   1         1         1         8         4         7         2         3         5         2         8         7         3         8         10        5         
Arnas          Petrauskas     8         1         9         6         6         10        2         8         3         10        5         7         8         5         10        5         
Gija           Leonaviciute   7         9         3         1         10        6         7         7         5         1         1         7         4         3         2         6         
Arvydas        Sadauskas      8         2         10        10        3         5         1         8         6         6         10        3         6         8         8         7         
Augustas       Petrauskas     10        2         10        10        3         8         10        3         10        2         10        4         8         5         10        4         
Ieva           Kazlauskaite   6         7         4         9         8         1         3         5         5         4         3         4         7         4         2         7         
Arvydas        Navickas       1         6         3         8         7         4         5         3         4         6         5         8         3         1         1         7         
Guoste         Butkute        9         2         8         7         6         5         4         10        4         6         1         5         7         7         4         10        
Augustas       Petrauskas     7         10        2         1         6         10        7         10        4         10        8         2         1         3         1         1         
Arvydas        Kazlauskas     8         6         6         7         1         4         4         6         4         1         8         3         7         3         6         7         
Jokubas        Kavaliauskas   9         4         1         9         10        2         2         10        2         2         5         10        3         8         3         1         
Guoste         Butkute        3         5         2         7         7         9         2         10        8         1         6         4         4         5         8         7         
Jokubas        Mazeika        6         8         10        6         7         7         5         9         5         8         9         9         8         7         10        2         
Jokubas        Mazeika        10        7         7         2         8         6         8         5         4         3         9         9         2         2         10        5         
Jokubas        Kavaliauskas   2         5         6         1         4         4         9         9         1         1         4         5         3         2         9         6         
Vita           Kavaliauskaite 8         1         6         6         9         3         6         5         9         8         3         6         9         9         8         3         
Nojus          Kavaliauskas   9         7         10        7         1         4         9         10        3         1         1         6         7         1         3         8         
Deivydas       Mazeika        8         3         1         4         1         7         5         7         4         9         9         3         6         2         8         9         
Liepa          Kazlauskaite   9         8         2         2         5         8         3         5         6         4         5         2         9         8         8         7         
Guoste         Vasiliauskaite 6         3         8         4         3         10        8         7         9         5         9         2         6         2         8         10        
Patricija      Lukoseviciute  1         10        4         5         3         9         8         3         4         8         3         2         8         10        1         4         
Liepa          Kazlauskaite   2         3         2         9         1         8         5         6         3         8         6         6         1         2         9         5         
Vita           Kavaliauskaite 4         8         1         8         9         3         1         10        2         6         4         6         5         3         7         8         
Augustas       Kavaliauskas   6         6         7         9         10        10        5         3         5         5         1         10        2         5         9         4         
Sandra         Jankauskaite   6         7         6         9         6         10        6         4         8         5         2         6         10        4         7         6         
Aleksandra     Petrauskaite   2         6         6         8         6         10        10        2         10        2         7         5         1         5         1         2         
Arvydas        Kavaliauskas   10        2         1         2         10        5         2         10        7         1         2         10        6         9         5         1         
Liepa          Lukoseviciute  1         3         6         9         9         2         6         5         9         4         5         6         7         2         4         3         
Aleksandra     Kavaliauskaite 10        5         9         7         2         3         4         2         9         7         9         5         10        3         4         7         
Liepa          Petrauskaite   9         8         6         7         3         2         10        9         1         6         3         7         1         1         7         3         
Gija           Lukoseviciute  10        1         2         6         8         1         8         10        7         5         5         7         10        7         7         7         
Sandra         Petrauskaite   3         7         6         3         10        8         2         8         8         3         6         7         3         4         8         9         
Ieva           Pociute        8         4         2         2         2         3         1         4         3         10        3         2         1         4         7         1         
Arnas          Jankauskas     4         7         7         3         8         5         5         4         9         1         4         9         3         7         9         2         
Matas          Kavaliauskas   5         8         7         5         1         10        4         1         9         4         3         7         1         9         9         3         
Vita           Kazlauskaite   4         9         8         7         1         10        1         5         9         10        3         7         4         7         9         8         
Marius         Urbanavicius   7         10        7         2         8         5         4         5         7         3         2         2         9         7         1         9         
Karolina       Kavaliauskaite 8         1         3         2         10        2         2         3         3         4         3         5         8         3         2         1         
Arvydas        Mazeika        3         5         2         5         8         4         10        8         3         9         1         6         4         9         4         8         
Augustas       Butkus         7         4         7         4         1         6         6         5         4         3         9         3         8         9         4         5         
Augustas       Kavaliauskas   9         2         9         5         1         3         6         6         3         1         1         9         2         4         4         6         
Vita           Jankauskaite   7         4         10        5         3         10        9         9         10        1         5         9         4         6         9         8         
Matas          Sadauskas      1         7         5         2         8         6         2         2         10        1         10        1         6         1         1         2         
Matas          Kavaliauskas   1         8         1         5         4         9         5         1         2         4         5         7         5         10        8         5         
Jokubas        Navickas       2         3         9         4         5         4         9         6         9         10        4         4         6         10        5         1         
Smilte         Vasiliauskaite 2         3         2         10        10        6         8         9         9         10        7         1         5         1         2         10        
Augustas       Mazeika        4         3         3         1         2         10        9         2         8         5         2         1         3         3         4         7         
Guoste         Butkute        8         1         9         5         7         8         9         8         6         4         7         6         4         5         8         7         
Marius         Petrauskas     7         1         8         7         6         9         1         5         7         10        9         7         9         6         6         9         
Augustas       Butkus         6         8         1         3         6         4         10        3         7         10        2         1         6         7         5         6         
Arnas          Kazlauskas     4         5         9         9         1         2         1         7         6         9         6         10        5         5         4         8         
Vita           Jankauskaite   3         2         3         4         7         5         9         7         4         10        2         4         1         3         6         9         
Deivydas       Petrauskas     8         9         9         9         5         7         3         8         4         5         8         10        2         7         9         4         
Sandra         Balciunaite    8         3         5         1         1         5         1         4         3         8         1         5         2         3         3         1         
Ieva           Pociute        9         5         7         7         1         6         3         7         4         7         4         2         3         2         10        3         
Arnas          Adomaitis      1         9         1         3         3         5         6         10        8         9         10        7         8         5         9         5         
Arnas          Sadauskas      1         10        4         4         3         10        7         6         4         9         4         3         3         4         6         5         
Robertas       Petrauskas     1         4         6         10        3         8         4         5         8         4         1         1         9         5         6         4         
Robertas       Urbanavicius   2         9         6         3         2         1         9         3         3         6         5         5         9         2         10        10        
Guoste         Kazlauskaite   1         7         5         1         6         10        6         2         10        2         9         7         8         3         2         8         
Tomas          Jankauskas     4         2         10        7         5         4         7         7         1         7         8         3         7         7         7         6         
Matas          Urbanavicius   3         6         4         3         8         9         4         2         10        6         4         6         10        9         9         9         
Vita           Leonaviciute   7         8         2         7         2         4         10        2         7         9         10        10        7         8         1         3         
Arvydas        Mazeika        8         1         2         3         1         9         1         8         10        2         5         4         6         10        2         2         
Karolina       Jankauskaite   5         9         4         9         10        9         4         6         4         4         7         10        3         9         8         1         
Patricija      Kavaliauskaite 6         10        4         6         7         1         4         6         5         2         3         4         8         7         3         2         
Guoste         Vasiliauskaite 3         7         5         4         1         9         2         2         3         2         3         10        7         8         6         1         
Robertas       Jankauskas     4         3         9         3         3         8         8         7         1         3         1         4         9         5         1         5         
Marius         Kavaliauskas   4         1         8         7         6         8         1         7         6         9         2         2         4         7         7         5         
Ieva           Petrauskaite   8         10        1         7         2         9         4         8         3         7         7         7         6         2         10        8         
Vita           Petrauskaite   5         3         5         5         4         2         3         4         6         5         5         3         1         2         5         3         
Gija           Jankauskaite   3         8         5         7         8         1         2         2         9         7         5         1         5         3         10        5         
Smilte         Petrauskaite   10        2         6         1         9         2         5         4         3         6         10        7         6         2         5         7         
Arnas          Butkus         4         6         3         2         5         8         8         1         9         7         6         7         5         1         2         3         
Sandra         Lukoseviciute  5         7         5         7         1         4         6         5         9         6         9         5         9         4         3         8         
Aleksandra     Leonaviciute   7         10        2         3         10        7         5         10        10        3         7         4         10        10        6         8         
Arnas          Urbanavicius   1         6         3         4         3         4         8         10        9         8         9         4         4         9         2         3         
Gija           Vasiliauskaite 6         6         4         1         4         7         8         6         7         2         8         9         6         6         5         1         
Augustas       Navickas       10        5         1         6         1         9         5         7         4         3         1         1         4         3         9         5         
Matas          Petrauskas     5         7         4         8         10        3         3         1         2         6         2         10        6         5         8         2         
Marius         Petrauskas     2         5         6         7         9         2         6         8         3         6         7         9         3         5         2         4         
Deivydas       Kavaliauskas   4         3         10        6         1         10        6         8         1         9         1         2         5         10        7         1         
Arvydas        Sadauskas      2         7         2         1         3         2         3         9         2         1         4         5         5         1         2         4         
Ieva           Jankauskaite   2         2         2         5         2         10        6         1         6         3         9         4         1         6         3         7         
Matas          Urbanavicius   10        5         5         5         10        8         9         4         10        7         10        2         4         3         4         9         
Arvydas        Sadauskas      1         10        3         9         6         3         1         8         4         2         5         9         9         4         9         6         
Augustas       Navickas       4         9         8         7         4         2         1         4         1         6         10        10        3         6         10        3         
Robertas       Navickas       10        8         4         6         5         7         8         5         3         1         9         1         1         1         10        5         
Aleksandra     Balciunaite    6         10        3         4         1         7         7         9         2         4         2         3         6         8         4         10        
Jokubas        Navickas       8         10        4         2         5         9         9         6         10        3         5         3         8         9         9         10        
Liepa          Balciunaite    3         7         5         9         8         3         4         5         5         6         4         6         4         6         6         5         
Marius         Kazlauskas     9         4         3         10        3         7         6         6         6         5         6         4         10        5         8         10        
Marius         Kavaliauskas   5         10        1         1         6         10        8         3         9         1         2         3         4         6         1         1         
Robertas       Kavaliauskas   1         8         2         10        6         3         3         1         10        6         10        2         4         4         4         9         
Arnas          Petrauskas     4         8         3         2         9         10        7         9         7         8         6         5         8         8         9         5         
Nojus          Sadauskas      4         4         10        1         3         6         9         6         1         6         8         7         1         7         8         1         
Patricija      Kavaliauskaite 1         8         10        5         10        5         4         8         6         8         2         1         3         8         6         6         
Liepa          Petrauskaite   5         2         10        4         7         9         9         3         8         1         4         9         4         1         5         8         
Vita           Vasiliauskaite 9         2         4         1         3         2         8         4         4         9         9         4         8         3         10        2         
Marius         Butkus         2         5         5         8         7         3         9         4         9         7         3         5         7         9         5         8         
Vita           Kavaliauskaite 4         8         4         9         6         5         4         8         5         1         9         2         7         2         1         7         
Deivydas       Mazeika        5         3         7         9         5         8         9         8         10        9         4         5         9         5         7         7         
Guoste         Jankauskaite   10        7         9         10        4         7         10        5         4         8         9         1         8         7         3         4         
Ieva           Vasiliauskaite 4         5         8         8         7         1         9         4         6         7         1         10        2         9         7         4         
Ieva           Kazlauskaite   10        3         10        1         3         2         7         3         6         10        7         9         4         5         5         4         
Aleksandra     Petrauskaite   5         9         2         4         4         3         7         5         10        5         5         6         5         10        7         2         
Karolina       Balciunaite    1         1         3         8         2         5         2         7         4         4         3         8         10        1         5         8         
Ieva           Jankauskaite   8         4         10        3         7         9         1         5         1         8         7         3         10        2         4         5         
Matas          Adomaitis      5         10        7         2         4         3         7         7         9         8         7         7         9         6         2         6         
Ieva           Butkute        5         10        1         8         5         6         1         2         2         3         3         6         8         8         4         4         
Vita           Kavaliauskaite 9         7         10        8         6         9         2         4         9         9         10        6         8         8         8         6         
Guoste         Vasiliauskaite 9         10        7         2         10        1         5         4         6         5         5         2         5         10        9         5         
Gija           Leonaviciute   9         2         3         8         2         7         8         1         9         9         10        5         1         3         8         10        
Nojus          Jankauskas     10        2         9         2         4         1         5         2         7         1         3         7         9         5         10        8         
Augustas       Butkus         7         5         6         10        9         4         3         4         5         3         7         1         3         9         7         6         
Tomas          Urbanavicius   5         9         3         3         6         2         3         1         1         6         10        5         10        8         10        8         
Augustas       Kazlauskas     3         2         9         8         2         10        9         8         6         8         3         8         6         8         5         1         
Augustas       Petrauskas     1         10        8         6         3         3         4         1         4         4         7         1         9         6         1         5         
Aleksandra     Leonaviciute   2         8         10        9         8         9         10        5         1         10        6         5         6         4         7         3         
Guoste         Jankauskaite   4         4         5         3         3         1         4         10        8         1         4         7         1         4         5         4         
Arvydas        Kazlauskas     3         8         3         9         3         7         6         9         6         7         3         5         7         3         10        9         
Vita           Leonaviciute   5         7         4         2         10        3         5         8         9         10        3         1         6         7         8         3         
Tomas          Sadauskas      3         6         9         5         2         8         3         5         9         2         4         9         8         10        6         8         
Patricija      Leonaviciute   9         10        7         1         6         6         8         1         2         3         6         7         6         2         1         9         
Matas          Sadauskas      8         9         9         4         8         6         9         3         3         8         6         10        5         2         10        8         
Patricija      Jankauskaite   8         6         4         5         5         4         5         5         6         6         6         6         8         2         4         2         
Nojus          Petrauskas     7         5         5         2         2         2         3         4         2         2         8         8         1         3         1         1         
Augustas       Butkus         10        5         6         1         5         6         10        8         4         8         7         7         3         8         6         10        
Aleksandra     Lukoseviciute  9         9         7         1         4         7         1         5         3         10        3         7         10        9         4         6         
Arnas          Navickas       10        4         8         4         6         7         9         9         2         4         10        9         4         6         5         9         
Tomas          Petrauskas     7         8         2         3         2         9         2         6         7         1         5         4         6         3         3         9         
Augustas       Adomaitis      6         10        3         9         10        6         7         10        1         9         7         8         3         6         4         8         
Jokubas        Mazeika        5         7         3         4         2         4         3         1         2         3         3         5         7         2         8         2         
Arnas          Urbanavicius   10        6         1         3         5         9         9         2         1         2         2         3         4         6         6         7         
Sandra         Balciunaite    3         10        8         5         1         2         5         5         2         4         5         4         3         8         3         9         
Smilte         Kavaliauskaite 8         6         7         8         3         9         7         7         9         10        2         1         4         10        7         8         
Gija           Jankauskaite   7         9         10        1         10        2         8         1         2         2         7         6         9         9         10        6         
Deivydas       Urbanavicius   6         4         8         4         7         4         3         6         4         8         2         9         9         8         2         10        
Augustas       Navickas       6         1         8         3         6         4         4         8         10        2         8         4         2         8         7         7         
Vita           Lukoseviciute  10        7         9         3         9         3         7         8         8         8         2         2         2         7         7         6         
Ieva           Leonaviciute   5         2         2         1         10        9         3         9         3         7         8         5         3         4         9         1         
Arnas          Sadauskas      7         8         1         2         3         4         6         2         5         5         7         3         9         9         10        4         
Augustas       Navickas       1         9         4         5         6         10        3         2         3         9         9         6         7         3         6         5         
Nojus          Adomaitis      3         7         1         9         5         6         10        9         4         7         10        5         8         4         2         6         
Vita           Leonaviciute   8         2         7         9         7         3         7         1         6         6         5         10        1         8         6         4         
Robertas       Kavaliauskas   1         10        2         1         6         7         4         5         7         6         6         8         1         7         2         2         
Guoste         Leonaviciute   6         1         1         5         6         8         8         1         7         1         4         4         2         1         3         2         
Jokubas        Butkus         3         8         4         4         3         8         1         1         7         3         9         7         10        4         4         4         
Deivydas       Kavaliauskas   9         7         2         2         5         9         10        5         6         1         6         3         7         5         1         9         
Arnas          Navickas       1         4         4         2         1         7         8         3         1         3         1         2         2         5         7         7         
Deivydas       Mazeika        7         5         4         7         6         10        8         10        8         3         4         2         6         5         5         7         
Augustas       Petrauskas     10        9         10        2         7         3         3         2         5         7         4         5         4         3         9         2         
Smilte         Butkute        2         2         9         3         5         4         2         6         10        3         8         5         3         8         4         5         
Ieva           Jankauskaite   10        2         10        4         5         8         1         2         6         3         5         3         2         8         1         2         
Jokubas        Mazeika        5         10        3         5         9         10        10        8         2         8         3         4         4         8         2         4         
Arvydas        Butkus         1         9         6         4         8         8         2         3         5         1         3         8         6         9         9         9         
Matas          Petrauskas     9         2         5         6         10        1         7         6         7         8         3         7         9         6         10        1         
Patricija      Lukoseviciute  5         9         7         1         4         5         6         8         2         1         1         6         1         5         2         10        
Sandra         Pociute        7         10        4         7         2         9         4         9         4         8         6         2         3         3         5         8         
Guoste         Balciunaite    4         10        9         8         6         7         6         9         7         2         9         10        2         3         2         2         
Augustas       Kavaliauskas   1         10        2         8         2         10        2         9         1         7         4         5         2         2         1         2         
Augustas       Navickas       8         4         4         1         2         5         2         5         4         9         3         4         8         1         5         2         
Tomas          Kavaliauskas   1         1         8         2         5         9         2         6         3         8         2         7         4         8         3         8         
Liepa          Petrauskaite   7         9         2         9         4         9         8         3         3         10        7         8         8         6         8         4         
Arvydas        Butkus         5         2         6         10        7         1         7         4         7         3         1         4         10        7         1         8         
Jokubas        Kazlauskas     7         6         5         10        8         4         2         1         2         6         1         8         6         8         8         5         
Augustas       Sadauskas      9         6         5         9         4         1         4         4         5         8         5         10        3         8         9         3         
Guoste         Balciunaite    5         6         3         9         7         6         6         10        1         2         10        4         3         7         1         7         
Nojus          Adomaitis      9         3         2         6         8         4         3         3         7         8         9         10        9         1         3         8         
Liepa          Butkute        9         4         2         3         2         9         6         1         5         8         2         3         1         5         9         9         
Ieva           Lukoseviciute  1         6         8         2         4         7         10        9         6         5         4         8         3         3         6         2         
Vita           Kazlauskaite   9         6         1         7         3         8         6         9         7         2         4         1         4         1         6         7         
Sandra         Kazlauskaite   9         10        4         7         5         1         7         5         9         9         1         7         4         1         9         5         
Robertas       Butkus         6         2         3         10        7         1         5         5         6         7         9         3         6         5         5         3         
Patricija      Kavaliauskaite 9         5         7         1         8         6         1         2         10        3         3         3         3         3         9         2         
Augustas       Sadauskas      3         7         2         1         3         4         6         2         10        3         2         1         9         9         1         10        
Tomas          Kavaliauskas   6         10        6         2         8         4         4         9         7         6         9         5         2         2         9         8         
Ieva           Vasiliauskaite 2         9         7         2         6         2         1         7         2         2         6         8         8         8         1         10        
Gija           Pociute        3         7         10        10        4         4         10        5         5         4         3         8         9         9         2         4         
Jokubas        Jankauskas     9         1         5         9         9         2         7         1         1         5         4         1         4         7         7         5         
Robertas       Jankauskas     4         7         6         6         1         10        9         4         2         7         1         10        2         1         3         2         
Guoste         Lukoseviciute  9         4         8         2         4         2         3         3         7         2         3         7         5         4         9         8         
Nojus          Navickas       2         8         6         4         9         4         10        8         3         1         2         5         8         1         6         3         
Arnas          Butkus         4         8         6         6         7         10        3         9         1         1         4         10        5         1         10        6         
Vita           Lukoseviciute  4         6         6         3         2         8         10        6         4         9         7         1         4         1         6         7         
Nojus          Sadauskas      1         10        7         7         9         6         3         4         1         1         10        4         10        7         3         2         
Guoste         Butkute        1         9         5         3         10        7         5         4         4         8         10        6         1         1         7         9         
Patricija      Jankauskaite   3         10        10        1         9         2         9         6         5         3         8         3         6         9         7         8         
Arnas          Navickas       1         5         10        3         10        1         3         5         3         1         4         2         9         7         4         2         
Tomas          Jankauskas     8         9         1         5         5         2         9         3         5         4         2         9         9         1         6         6         
Aleksandra     Jankauskaite   5         8         8         3         7         1         4         4         4         3         3         1         6         10        1         6         
Karolina       Petrauskaite   10        2         8         1         10        1         6         9         4         2         4         8         10        5         4         5         
Vita           Kavaliauskaite 6         7         10        9         10        7         2         1         3         2         10        4         6         1         4         3         
Patricija      Petrauskaite   1         10        4         2         3         1         4         7         6         2         1         7         3         4         8         1         
Matas          Adomaitis      2         9         8         2         9         3         8         3         10        6         6         1         8         3         10        10        
Sandra         Kazlauskaite   10        5         2         8         7         5         9         3         6         2         5         7         1         8         5         5         
Deivydas       Kazlauskas     3         5         8         7         8         7         7         2         8         4         4         5         6         3         4         4         
Patricija      Jankauskaite   9         3         5         7         1         1         2         10        9         6         9         6         2         5         2         2         
